year_film,year_ceremony,film,count of year_ceremony,budget,opening_gross,usa_gross,ww_gross,imdb,metacritic,rm_critics,rm_audience,note
1990,1991,A Grand Day Out,1,15290,,,,7.8,,100,87,budget £/no info
1990,1991,Alice,1,12000000,36274,7331647,7331647,6.6,67,75,57,
1990,1991,American Dream,1,,9291,269823,269823,7.9,,100,88,no info
1990,1991,Avalon,4,20000000,226613,15740796,15779578,7.2,68,85,87,
1990,1991,Awakenings,3,31000000,417076,52096475,52096475,7.8,74,88,89,
1990,1991,Berkeley in the Sixties,1,,,,,7.5,,100,76,no info
1990,1991,Bronx Cheers,1,,,,,6.8,,,,no info
1990,1991,Building Bombs,1,,,,,6.2,,,,no info
1990,1991,Burning Down Tomorrow,1,,,,,7.7,,,,no info
1990,1991,Chimps: So Like Us,1,,,,,7.1,,,,no info
1990,1991,Creature Comforts,1,,,112175,112175,7.7,69,93,81,no info
1990,1991,Cyrano de Bergerac,5,15300000,,5820020,5822041,7.5,79,100,90,no info
1990,1991,Dances With Wolves,12,22000000,598257,184208848,424208848,8,72,83,87,
1990,1991,Days of Thunder,1,60000000,15490445,82670733,157920733,6.1,60,38,60,
1990,1991,Days of Waiting,1,,,,,7.6,,,,no info
1990,1991,Dear Rosie,1,,,,,6.5,,,,no info
1990,1991,Dick Tracy,7,47000000,22543911,103738726,162738726,6.1,68,63,53,
1990,1991,Edward Scissorhands,1,20000000,159622,56362352,86024005,7.9,74,90,91,
1990,1991,Flatliners,1,26000000,10034685,61489265,##################,6.6,55,49,59,
1990,1991,Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1,,,,,5.8,,,,no info
1990,1991,Ghost,5,22000000,12191540,217631306,505703557,7.1,52,74,80,
1990,1991,Good Fellas,6,25000000,6368901,46836214,46952991,8.7,90,96,97,
1990,1991,Grasshoppers (Cavallette),1,,,,,7.3,,,,no info
1990,1991,Green Card,1,12500000,47781,29888235,29888235,6.3,58,60,50,
1990,1991,Hamlet,2,12600000,116975,20710451,20710451,6.7,53,76,59,
1990,1991,Havana,1,40000000,2175360,9243140,9645440,6.1,,28,57,no info
1990,1991,Henry & June,1,v,1032942,11567449,23472449,6.3,62,62,68,no info
1990,1991,Home Alone,2,18000000,17081997,285761243,476684675,7.6,63,67,80,
1990,1991,Journey into Life: The World of the Unborn,1,,,,,6.2,,,,no info
1990,1991,Journey of Hope,1,,12489,261718,261718,7.5,,83,84,no info
1990,1991,Ju Dou,1,,10300,1986433,1986433,7.6,,100,89,no info
1990,1991,Longtime Companion,1,3000000,50525,4609953,4609953,7.5,,89,83,no info
1990,1991,Metropolitan,1,230000,46663,2960492,2960492,7.4,77,93,85,
1990,1991,Misery,1,20000000,10076834,61276872,61276872,7.8,75,90,90,
1990,1991,Mr. & Mrs. Bridge,1,,57959,7698010,7698010,6.6,73,80,43,no info
1990,1991,Open Doors,1,,15726,123470,123470,7.1,,,88,no info
1990,1991,Postcards from the Edge,2,22000000,7871856,39071603,39071603,6.7,71,84,66,
1990,1991,Pretty Woman,1,14000000,11280591,178406268,463406268,7,51,64,68,
1990,1991,Reversal of Fortune,3,,176985,15445131,15445131,7.2,93,92,78,no info
1990,1991,Rose Kennedy: A Life to Remember,1,,,,,5.8,,,,no info
1990,1991,Senzeni Na? (What Have We Done?),1,,,,,7,,,,no info
1990,1991,The Field,1,7650000,27948,1494399,1494399,7.4,,43,81,"budget IEP, no info"
1990,1991,"The Godfather, Part III",7,54000000,6387271,66761392,136861392,7.6,60,68,62,
1990,1991,The Grifters,4,,71034,13446769,13446769,6.9,86,91,70,no info
1990,1991,The Hunt for Red October,3,30000000,17161835,122012643,200512643,7.6,58,89,88,
1990,1991,The Lunch Date,1,,,,,7.5,,,,no info
1990,1991,The Nasty Girl,1,,19491,2281569,2293625,7.3,,67,74,no info
1990,1991,Total Recall,3,65000000,25533700,119412921,261317921,7.5,57,82,78,
1990,1991,Waldo Salt: A Screenwriter's Journey,1,,,,,7.1,,,,no info
1990,1991,Wild at Heart,1,9500000,2913764,14560247,14561425,7.2,52,67,81,
1990,1991,Young Guns II,1,20000000,8017438,44143410,44143410,6.5,47,35,66,
1990,1991,12:01:00 PM,1,,,,,7.6,,,,no info
1991,1992,A Little Vicious,1,,,,,7.8,,,,no info
1991,1992,Backdraft,3,40000000,12686200,77868585,152368585,6.7,38,74,75,
1991,1992,Barton Fink,3,9000000,268561,6153939,6153939,7.7,69,90,89,
1991,1992,Beauty and the Beast,6,25000000,162146,218967620,424967620,8,95,94,92,
1991,1992,Birch Street Gym,1,,,,,6.1,,,,no info
1991,1992,Birdnesters of Thailand (aka 'Shadow Hunters'),1,,,,,7.6,,,,no info
1991,1992,Blackfly,1,,,,,6.5,,,,no info
1991,1992,Boyz N the Hood,2,6500000,10023462,57504069,57529070,7.8,76,96,93,
1991,1992,Bugsy,10,30000000,140358,49114016,49114016,6.8,80,85,69,
1991,1992,Cape Fear,2,35000000,10261025,79091969,182291969,7.3,73,75,77,
1991,1992,Children of Nature,1,,,,,7.3,,,81,
1991,1992,City Slickers,1,27000000,13032121,124033791,179033791,6.8,70,90,64,
1991,1992,"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1,,,,,5.3,,,,no info
1991,1992,Death on the Job,1,,,,,7.5,,,,no info
1991,1992,Doing Time: Life inside the Big House,1,,,,,7.3,,,,no info
1991,1992,Europa Europa,1,,"31,433, 30",5575738,5575738,7.6,,95,91,no info
1991,1992,For the Boys,1,40000000,71348,17860280,23202444,6.4,,43,75,no info
1991,1992,Fried Green Tomatoes,2,11000000,105317,82418501,119418501,7.7,64,74,91,
1991,1992,Grand Canyon,1,,67546,33243020,40991329,6.9,64,77,70,no info
1991,1992,Hook,5,70000000,13522535,119654823,300854823,6.8,52,29,76,
1991,1992,In the Shadow of the Stars,1,,,,,6.4,,,50,no info
1991,1992,JFK,8,40000000,5223658,70405498,205405498,8,72,84,88,
1991,1992,Last Breeze of Summer,1,,,,,7.3,,,,no info
1991,1992,Madame Bovary,1,,236113,1942423,1942423,6.6,,73,60,no info
1991,1992,Manipulation,1,,,,,6.7,,,,no info
1991,1992,Mediterraneo,1,,,4532791,4532791,7.5,,79,91,no info
1991,1992,Memorial: Letters from American Soldiers,1,,,,,6.6,,,,no info
1991,1992,Raise the Red Lantern,1,,22554,2603061,2603061,8.1,,96,94,no info
1991,1992,Rambling Rose,2,7500000,314631,6266621,6266621,6.6,,100,53,no info
1991,1992,Robin Hood: Prince of Thieves,1,48000000,25625602,165493908,390493908,6.9,51,51,72,
1991,1992,Session Man,1,,,,,6.4,,,,no info
1991,1992,Star Trek VI The Undiscovered Country,2,30000000,18162837,74888996,96888996,7.2,65,82,83,
1991,1992,Strings,1,,,,,6.5,,,,no info
1991,1992,Terminator 2: Judgment Day,6,102000000,31765506,205881154,520881154,8.5,75,93,94,
1991,1992,The Addams Family,1,30000000,24203754,113502426,191502426,6.9,57,64,66,
1991,1992,The Commitments,1,12000000,271333,14919570,14919570,7.6,73,89,90,
1991,1992,The Elementary School,1,,,,,7.9,,,93,no info
1991,1992,The Fisher King,5,24000000,311662,41895491,41895491,7.5,61,84,86,
1991,1992,The Mark of the Maker,1,,,,,6.3,,,,no info
1991,1992,The Ox,1,,4285,14513,14513,7.1,,,67,no info
1991,1992,The Prince of Tides,7,30000000,10035412,74787599,74787599,6.8,65,70,70,
1991,1992,The Restless Conscience,1,,,,,7.4,,,,no info
1991,1992,The Silence of the Lambs,7,19000000,13766814,130742922,272742922,8.6,85,96,95,
1991,1992,Thelma & Louise,6,16500000,6101297,45360915,45454537,7.5,88,85,82,
1991,1992,Wild by Law,1,,,,,7,,,,no info
1992,1993,A Few Good Men,4,41000000,15517468,141340178,243240178,7.7,62,83,89,
1992,1993,A Place in the World,1,,9970,99707,99707,7.8,,,9.2,no info
1992,1993,A River Runs through It,3,12000000,298277,43440294,43440294,7.2,68,80,83,
1992,1993,Adam,1,,,,,6.6,,,,no info
1992,1993,Aladdin,5,28000000,196664,217350219,504050219,8,86,95,92,
1992,1993,Alien 3,1,50000000,19449867,55473545,159814498,6.5,59,45,47,
1992,1993,At the Edge of Conquest: The Journey of Chief Wai-Wai,1,,,,,,,,,no info
1992,1993,Basic Instinct,2,49000000,15129385,117727224,352927224,7,41,54,63,
1992,1993,Batman Returns,2,80000000,45687711,162902340,266892996,7,68,80,73,
1992,1993,Beyond Imagining: Margaret Anderson and the 'Little Review',1,,,,,6.7,,,,no info
1992,1993,Bram Stoker's Dracula,4,40000000,30521679,82522790,215862692,7.4,57,74,79,
1992,1993,Changing Our Minds: The Story of Dr. Evelyn Hooker,1,,,,,6.9,,,,no info
1992,1993,Chaplin,3,31000000,84669,9493259,9493259,7.6,47,59,81,
1992,1993,Close to Eden,1,,,377832,377832,7.7,,100,94,no info
1992,1993,Contact,1,,,,,7.1,,,77,no info
1992,1993,Cruise Control,1,,,,,3.8,,,,no info
1992,1993,Daens,1,,,,,7.5,,,81,no info
1992,1993,Damage,1,,101707,7532911,7532911,6.8,,78,73,no info
1992,1993,Death Becomes Her,1,55000000,12110355,58422650,149022650,6.6,56,55,61,
1992,1993,Educating Peter,1,,,,,7.5,,,,no info
1992,1993,Enchanted April,3,,73041,13200170,13200170,7.4,78,84,83,no info
1992,1993,Fires of Kuwait,1,,,,,7.3,,,95,no info
1992,1993,Glengarry Glen Ross,1,12500000,2104402,10725228,10725228,7.7,82,95,88,
1992,1993,Hoffa,2,35000000,6406012,24276506,29302121,6.6,50,52,59,
1992,1993,Howards End,9,,52568,26126837,26341736,7.4,88,94,82,no info
1992,1993,Husbands and Wives,2,20000000,3520550,10555619,10555619,7.5,84,93,87,
1992,1993,Indochine,2,,,5603158,5603158,7.1,,7.2,84,no info
1992,1993,Liberators: Fighting on Two Fronts in World War II,1,,,,,4.5,,,,no info
1992,1993,Lorenzo's Oil,2,30000000,79353,7286388,7286388,7.3,80,92,79,
1992,1993,Love Field,1,18000000,301000,1014726,1014726,6.6,,40,56,no info
1992,1993,Malcolm X,2,33000000,9871125,48169910,48169910,7.7,73,89,91,
1992,1993,Mona Lisa Descending a Staircase,1,,,,,6.8,,,,no info
1992,1993,Mr. Saturday Night,1,43000000,4514027,13351357,13351357,5.9,,58,38,no info
1992,1993,Music for the Movies: Bernard Herrmann,1,,,,,7.4,,,,no info
1992,1993,My Cousin Vinny,1,11000000,7416751,52929168,64088552,7.6,68,86,87,
1992,1993,Omnibus,1,,,,,7,,,,no info
1992,1993,Passion Fish,2,3330000,14385,4814619,4814619,7.4,,100,82,no info
1992,1993,"Reci, Reci, Reci... (Words, Words, Words)",1,,,92080,92080,7.1,,,,no info
1992,1993,Scent of a Woman,4,31000000,357468,63095253,134095253,8,59,89,92,
1992,1993,Schtonk!,1,9920000,,,,7.2,,,,"budget DEM, no info"
1992,1993,Screen Play,1,,,,,7.2,,,,no info
1992,1993,Swan Song,1,,,,,7.6,,,,no info
1992,1993,The Bodyguard,2,25000000,16611793,122006740,411006740,6.3,39,33,64,
1992,1993,The Colours of My Father: A Portrait of Sam Borenstein,1,,,,,6.6,,,,no info
1992,1993,The Crying Game,6,3197000,101107,62548947,62548947,7.2,90,94,78,"budget GBP, no info"
1992,1993,The Lady in Waiting,1,,,,,4.6,,,,no info
1992,1993,The Last of the Mohicans,1,40000000,10976661,75505856,75505856,7.7,76,93,88,
1992,1993,The Lover,1,,181147,4899194,5013090,6.9,,32,79,no info
1992,1993,The Mambo Kings,1,15500000,319793,6742168,6742168,6.4,,81,69,no info
1992,1993,The Panama Deception,1,,6563,309596,309596,7.6,,,73,no info
1992,1993,The Player,3,8000000,302216,21706101,21706101,7.5,,98,84,no info
1992,1993,The Sandman,1,,,92080,92080,7.1,,,,no info
1992,1993,Toys,2,43000000,4810027,23278931,23278931,5.1,40,30,39,
1992,1993,Under Siege,2,35000000,15760003,83563139,156563139,6.5,58,79,62,
1992,1993,Unforgiven,9,14400000,15018007,101157447,159157447,8.2,85,96,93,
1992,1993,When Abortion Was Illegal: Untold Stories,1,,,,,7,,,,no info
1993,1994,Addams Family Values,1,47000000,"14,117,545, 21",48919043,48919043,6.8,62,77,63,
1993,1994,Beethoven's 2nd,1,15000000,6017225,53443066,118243066,4.9,,23,30,no info
1993,1994,Belle Epoque,1,,,5418216,5418216,7.1,,95,78,no info
1993,1994,Black Rider (Schwarzfahrer),1,,,,,7.7,,,,no info
1993,1994,Blindscape,1,,,,,,,,,no info
1993,1994,Blood Ties: The Life and Work of Sally Mann,1,,,,,7.7,,,,no info
1993,1994,Chicks in White Satin,1,,,,,6.7,,,,no info
1993,1994,Children of Fate,1,,1099,1738,1738,6.8,,,,no info
1993,1994,Cliffhanger,3,70000000,16176967,"84,049,21",255000211,6.4,60,69,52,
1993,1994,Dave,1,28000000,7306755,63270710,63270710,6.8,76,95,72,
1993,1994,Defending Our Lives,1,,,,,7,,,,no info
1993,1994,Down on the Waterfront,1,,,,,7.8,,,,no info
1993,1994,Farewell My Concubine,2,4000000,69408,5216888,5985074,8.1,,86,93,no info
1993,1994,Fearless,1,,144044,6995302,6995302,7.1,,85,80,no info
1993,1994,For Better or for Worse,1,,,,,7,,,,no info
1993,1994,Geronimo: An American Legend,1,35000000,4018452,18635620,18635620,6.5,,48,51,no info
1993,1994,Hedd Wyn,1,,,,,7,,,89,no info
1993,1994,I Am a Promise: The Children of Stanton Elementary School,1,,,,,7.1,,,100,no info
1993,1994,In the Line of Fire,3,40000000,15269388,102314823,176997168,7.2,74,96,79,
1993,1994,In the Name of the Father,7,13000000,109805,25096862,65796862,8.1,84,94,95,
1993,1994,Jurassic Park,3,63000000,47026828,404214720,1033928303,8.1,68,91,91,
1993,1994,Mrs. Doubtfire,1,25000000,20468847,219195243,441286195,70,53,71,77,
1993,1994,Orlando,2,4000000,107030,5377643,5378172,7.2,74,85,82,
1993,1994,Partners,1,,,,,5.8,,,,no info
1993,1994,Philadelphia,5,26000000,143433,77446440,206678440,7.7,66,80,89,
1993,1994,Poetic Justice,1,14000000,11728455,27515786,27515786,6.1,51,34,83,
1993,1994,Schindler's List,12,22000000,656636,96898818,322161245,8.9,94,97,97,
1993,1994,Searching for Bobby Fischer,1,12000000,1121354,7266383,7266383,7.4,89,100,86,
1993,1994,Shadowlands,2,22000000,81082,25842377,25842377,7.3,,97,89,no info
1993,1994,Short Cuts,1,,,6110979,6110979,7.7,79,95,88,no info
1993,1994,Six Degrees of Separation,1,12000000,53058,6405918,6405918,6.8,72,88,71,
1993,1994,Sleepless in Seattle,2,21000000,17253733,126808165,227927165,6.8,72,75,75,
1993,1994,Small Talk,1,,,,,5.9,,,,no info
1993,1994,The Age of Innocence,5,34000000,2317289,2317289,2317289,7.2,90,84,75,
1993,1994,The Broadcast Tapes of Dr. Peter,1,,,,,7.1,,,,no info
1993,1994,The Dutch Master,1,,,,,5.4,,,,no info
1993,1994,The Firm,2,42000000,25400000,158348367,270248367,6.8,58,75,64,
1993,1994,The Fugitive,7,44000000,23758855,183875760,368875760,7.8,87,96,89,
1993,1994,The Mighty River,1,,,,,8,,,83,no info
1993,1994,The Nightmare before Christmas,1,18000000,191232,77368668,91491247,8,82,95,91,
1993,1994,The Piano,8,7000000,151419,40157856,40185556,7.6,89,90,86,
1993,1994,The Remains of the Day,8,15000000,1528982,23237911,23237911,7.8,86,95,89,
1993,1994,The Scent of Green Papaya,1,,,1700992,1700992,7.4,,100,82,no info
1993,1994,The Screw (La Vis),1,,,,,7.5,,,,no info
1993,1994,The Village,1,,,,,7.5,,,,no info
1993,1994,The War Room,1,,15264,901668,901668,7.3,,96,83,no info
1993,1994,The Wedding Banquet,1,1000000,134870,6933459,6933459,7.6,,96,87,no info
1993,1994,The Wrong Trousers,1,,,,,8.3,,100,92,no info
1993,1994,What's Eating Gilbert Grape,1,11000000,74421,10032765,10032765,7.8,73,90,89,
1993,1994,What's Love Got to Do with It,2,15000000,1222718,39100956,39100956,7.3,76,96,88,
1994,1995,89mm od Europy (89mm from Europe),1,,,,,7,,,,no info
1994,1995,A Great Day in Harlem,1,,21078,527034,527034,7.4,,89,71,no info
1994,1995,A Time for Justice,1,,,,,6.6,,,,no info
1994,1995,Before the Rain,1,1900000,,763847,763847,8,47,92,94,no info
1994,1995,Blue Sky,1,16000000,763890,3359465,3359465,6.4,53,79,58,
1994,1995,Blues Highway,1,,,,,6.2,,,,no info
1994,1995,Bob's Birthday,1,,,,,6.9,,,,no info
1994,1995,Bullets over Broadway,7,20000000,86072,13383747,13383747,7.4,,97,83,no info
1994,1995,Burnt by the Sun,1,2800000,60074,2302338,2313461,7.9,,80,94,no info
1994,1995,Clear and Present Danger,2,62000000,20348017,122187717,215887717,6.9,74,80,74,
1994,1995,Complaints of a Dutiful Daughter,1,,,,,7.5,,,,no info
1994,1995,D-Day Remembered,1,,,,,8.2,,,,no info
1994,1995,Eat Drink Man Woman,1,,,7294403,7294403,7.8,,88,92,no info
1994,1995,Ed Wood,2,18000000,71566,5887457,5887457,7.8,70,92,88,
1994,1995,Farinelli: Il Castrato,1,,,1573411,1600266,6.8,,58,82,no info
1994,1995,Forrest Gump,13,55000000,24450602,330455270,678226133,8.8,82,71,95,
1994,1995,Four Weddings and a Funeral,2,4400000,138486,52700832,245700832,7.1,81,96,74,
1994,1995,Franz Kafka's It's a Wonderful Life,1,,,,,7.3,,,73,no info
1994,1995,Freedom on My Mind,1,,4272,71176,71176,7.9,,100,62,no info
1994,1995,Heavenly Creatures,1,5000000,31592,3049135,3049135,7.3,86,92,83,
1994,1995,Hoop Dreams,1,700000,18396,7830611,11830611,8.3,98,98,93,
1994,1995,Interview with the Vampire,2,60000000,36389705,105264608,223664608,7.5,59,63,86,
1994,1995,Junior,1,60000000,9803145,36763355,108431355,4.6,,36,22,
1994,1995,Kangaroo Court,1,,,,,7.5,,,,no info
1994,1995,Legends of the Fall,3,30000000,101670,66638883,160638883,7.6,45,58,87,
1994,1995,Little Women,3,18000000,2411247,50083616,50083616,7.3,87,92,84,
1994,1995,Mary Shelley's Frankenstein,1,45000000,11212889,22006296,112006296,6.4,,38,49,
1994,1995,Maverick,1,75000000,17248545,101631272,183031272,7.1,,66,71,
1994,1995,Maya Lin: A Strong Clear Vision,1,,2273,62186,62186,7.3,,86,81,no info
1994,1995,Nell,1,24500000,62663,33683817,106683817,6.5,,55,64,
1994,1995,Nobody's Fool,2,20000000,92838,39491975,39491975,7.4,86,91,81,
1994,1995,On Hope,1,,,,,5.9,,,,no info
1994,1995,Pulp Fiction,7,8000000,9311882,107928762,213928762,8.9,94,92,96,
1994,1995,Queen Margot,1,26040000,4985,1304237,1318578,7.4,,82,88,"budget DEM, no info"
1994,1995,Quiz Show,4,31000000,757714,24822619,24822619,7.5,92,96,87,
1994,1995,Red,3,,,3581969,3581969,8.1,100,100,94,no info
1994,1995,School of Assassins,1,,,,,6.4,,,,no info
1994,1995,Speed,3,30000000,14456194,121248145,350448145,7.2,,94,76,no info
1994,1995,Straight from the Heart,1,,,,,5.8,,,,no info
1994,1995,Strawberry and Chocolate,1,,,2080805,2087569,7.4,,81,84,no info
1994,1995,Syrup,1,,,,,7.1,,,,no info
1994,1995,"The Adventures of Priscilla, Queen of the Desert",1,,219433,11220670,11224491,7.5,70,96,88,no info
1994,1995,The Big Story,1,,,,,5.9,,,,no info
1994,1995,The Client,1,45000000,17174262,92115211,117615211,6.8,65,78,69,
1994,1995,The Janitor,1,,,,,6.2,,,,no info
1994,1995,The Lion King,4,45000000,1586753,422783777,1083720877,8.5,88,93,93,
1994,1995,The Madness of King George,4,65897768,65226,15238689,15238689,7.2,89,93,80,
1994,1995,The Mask,1,23000000,23117068,119938730,351583407,6.9,56,77,68,
1994,1995,The Monk and the Fish,1,,,,,7.1,,,,no info
1994,1995,The Paper,1,6000000,175507,38824341,48424341,6.7,,88,66,
1994,1995,The Shawshank Redemption,7,25000000,727327,28699976,28817291,9.3,80,91,98,
1994,1995,Tom & Viv,2,,21968,538534,538534,6.4,,31,61,no info
1994,1995,Trevor,1,,,,,7.6,,,,no info
1994,1995,Triangle,1,,,,,6.7,,,,no info
1994,1995,True Lies,1,115000000,25869770,146282411,378882411,7.2,63,71,76,
1994,1995,Wyatt Earp,1,63000000,7543504,25052000,25052000,6.7,47,,65,no info
1995,1996,12 Monkeys,2,29000001,184776,57141459,57141459,8,57,88,80,
1995,1996,A Close Shave,1,,,112175,112175,8.1,,100,92,no info
1995,1996,A Little Princess,2,17000000,28612,10015449,10015449,7.7,83,97,88,
1995,1996,All Things Fair,1,4000000,4530,13128,13128,6.9,,,,"budget DKK, no info"
1995,1996,Anne Frank Remembered,1,,26697,1310200,1310200,8,,97,83,no info
1995,1996,Antonia's Line,1,2085000,45051,4228275,4249321,7.4,,68,91,"budget GBP, no info"
1995,1996,Apollo 13,9,52000000,25353380,173837933,355237933,7.6,77,96,87,
1995,1996,Babe,7,30000000,8742545,63658910,254134910,6.8,83,97,67,
1995,1996,Batman Forever,3,100000000,52784433,184069126,336567158,5.4,51,38,32,
1995,1996,Braveheart,10,72000000,9938276,75609945,213216216,8.3,68,78,85,
1995,1996,Brooms,1,,,,,7.3,,,,no info
1995,1996,Casino,1,52000000,9946480,42512375,116112375,8.2,73,80,93,
1995,1996,Crimson Tide,3,53000000,18612190,91387195,157387195,7.3,66,88,83,
1995,1996,Dead Man Walking,4,11000000,118266,39363635,39363635,7.5,80,95,86,
1995,1996,Don Juan DeMarco,1,25000000,4556274,22150451,68792531,6.7,63,69,68,
1995,1996,Duke of Groove,1,,,,,5.9,,,,no info
1995,1996,Dust of Life,1,,,,,6.4,,,,no info
1995,1996,Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,1,,2880,20819,20819,7.3,,,80,no info
1995,1996,Gagarin,1,,,,,6.9,,,,no info
1995,1996,Georgia,1,,55461,1110104,1110104,6.6,,80,66,no info
1995,1996,Hank Aaron: Chasing the Dream,1,,,,,7.2,,,,no info
1995,1996,Jim Dine: A Self-Portrait on the Walls,1,,,,,6.5,,,,no info
1995,1996,Leaving Las Vegas,4,3600000,70864,32029928,32029928,7.5,82,91,85,
1995,1996,Lieberman in Love,1,,,,,6.5,,,,no info
1995,1996,Little Surprises,1,,,,,7.6,,,,no info
1995,1996,Mighty Aphrodite,2,15000000,326494,6468498,6468498,7,59,78,73,
1995,1996,Mr. Holland's Opus,1,23000000,14466,82569971,106269971,7.3,59,75,84,
1995,1996,"My Family, Mi Familia",1,5500000,2164840,11079373,11079373,7.3,,85,88,no info
1995,1996,Never Give Up: The 20th Century Odyssey of Herbert Zipper,1,,,,,6.2,,,,no info
1995,1996,Nixon,4,44000000,2206506,13681765,13681765,7.1,66,75,74,
1995,1996,O Quatrilho,1,,,,,6.7,,,50,no info
1995,1996,One Survivor Remembers,1,,,,,7.8,,,,no info
1995,1996,Pocahontas,2,55000000,2689714,141579773,346079773,6.7,58,55,64,no info
1995,1996,Restoration,2,19000000,75514,4005941,4005941,6.6,66,71,59,no info
1995,1996,Richard III,2,8340000,91915,2684904,2748518,7.4,88,94,85,budget GBP
1995,1996,Rob Roy,1,28000000,2023272,31596911,31596911,6.9,55,73,75,
1995,1996,Roommates,1,22000000,4038033,12096881,12096881,6.4,,29,57,no info
1995,1996,Runaway Brain,1,,,,,7.3,,,,no info
1995,1996,Sabrina,2,58000000,5563259,53672080,53672080,6.3,56,65,64,
1995,1996,Sense and Sensibility,7,16000000,721341,43182776,134582776,7.6,84,97,90,
1995,1996,Seven,1,33000000,13949807,100125643,327333559,8.6,65,83,95,
1995,1996,Shanghai Triad,1,,209098,2086101,2086101,7.1,77,90,71,no info
1995,1996,The American President,1,62000000,10014558,60079496,107879496,6.8,67,91,77,
1995,1996,The Battle over Citizen Kane,1,,,,,7.8,,,,no info
1995,1996,The Bridges of Madison County,1,24000000,10519257,71516617,182016617,7.6,69,90,87,
1995,1996,The Chicken from Outer Space,1,,,,,7.7,,,,no info
1995,1996,the end,1,,,,,6,,,,no info
1995,1996,The Living Sea,1,,,,87600000,7.2,,,74,no info
1995,1996,The Postman (Il Postino),5,3000000,95310,21848932,21898920,7.7,81,94,94,
1995,1996,The Shadow of Hate,1,,,,,6.9,,,,no info
1995,1996,The Star Maker,1,,40915,371674,371674,7.4,,75,81,no info
1995,1996,The Usual Suspects,2,6000000,645363,23341568,23341568,8.5,77,89,96,
1995,1996,Toy Story,3,30000000,29140617,223225679,394436586,8.3,95,100,92,
1995,1996,Troublesome Creek: A Midwestern,1,,8318,140000,140000,7.1,,82,83,no info
1995,1996,Tuesday Morning Ride,1,,,,,,,,,
1995,1996,Unstrung Heroes,1,,185183,7929434,7929434,6.7,70,74,61,no info
1995,1996,Waterworld,1,175000000,21171780,88246220,264218220,6.3,56,46,43,
1996,1997,A Chef in Love,1,3060000,36628,686704,686704,6.5,,64,67,"budget FRF, no info"
1996,1997,An Essay on Matisse,1,,,,,6.9,,,,no info
1996,1997,Angels and Insects,1,4997987,,3414301,3414301,6.8,,71,68,no info
1996,1997,Breaking the Waves,1,,,3803298,3826798,7.8,76,85,91,no info
1996,1997,Breathing Lessons: The Life and Work of Mark O'Brien,1,,,,,7.6,,,80,no info
1996,1997,Canhead,1,,,,,,,,,no info
1996,1997,Cosmic Voyage,1,,,,,7.6,,,,no info
1996,1997,Daylight,1,80000000,10015875,33023469,159212469,5.9,,27,37,no info
1996,1997,"De Tripas, Corazon",1,,,,,7.3,,,,no info
1996,1997,Dear Diary,1,,,,,7.2,,,,no info
1996,1997,Dragonheart,1,57000000,15027150,51367375,115267375,6.5,49,50,60,
1996,1997,Emma,2,6000000,240649,22231658,22231658,6.6,66,85,77,
1996,1997,Eraser,1,100000000,24566446,101295562,242295562,6.1,56,38,39,
1996,1997,Ernst & Lyset,1,,,,,7.3,,,,no info
1996,1997,Esposados,1,,,,,7.2,,,,no info
1996,1997,Evita,5,55000000,195085,50047179,141047179,6.3,45,63,68,
1996,1997,Fargo,7,7000000,730265,24611975,60611975,8.1,85,94,93,
1996,1997,Fly Away Home,1,22000000,4708044,25143818,25143818,6.8,,87,70,no info
1996,1997,Ghosts of Mississippi,2,36000000,168012,13323144,13323144,6.7,,43,62,no info
1996,1997,Hamlet,4,18000000,90684,4708156,4770222,7.7,,95,90,no info
1996,1997,Independence Day,2,75000000,50228264,306169268,817400891,7,59,67,75,
1996,1997,James and the Giant Peach,1,38000000,7539098,28946127,28946127,6.7,78,91,65,
1996,1997,Jerry Maguire,5,50000000,17084296,153952592,273552592,7.3,77,83,79,
1996,1997,Kolya,1,,,5770254,5770254,7.8,,96,92,no info
1996,1997,La Salla,1,,,,,4.9,,,,no info
1996,1997,Lone Star,1,5000000,232184,12408986,12408986,7.4,78,94,83,
1996,1997,Mandela,1,,8413,42056,42056,6.5,,,84,no info
1996,1997,Marvin's Room,1,23000000,57739,12803305,12803305,6.7,68,84,63,
1996,1997,Michael Collins,2,25000000,182221,11092559,11135803,7.2,60,77,84,
1996,1997,One Fine Day,1,,6226430,46151454,97529550,6.5,,50,66,no info
1996,1997,Primal Fear,1,30000000,9871222,56116183,102616183,7.7,47,76,89,
1996,1997,Prisoner of the Mountains,1,,17205,790078,921886,7.5,,88,87,no info
1996,1997,Quest,1,,,,,7.1,,,,no info
1996,1997,Ridicule,1,9000000,,1979768,1979768,7.4,,80,84,"budget FRF, no info"
1996,1997,Secrets & Lies,5,4500000,60813,13417292,13417292,8,91,95,91,
1996,1997,Shine,7,5500000,162179,35892330,35999081,7.7,87,91,90,
1996,1997,Sleepers,1,44000000,12305745,53315285,165615285,7.6,49,73,85,
1996,1997,Sling Blade,2,1000000,28139,24444121,24444121,8,84,96,92,
1996,1997,Special Effects,1,,,,,7.4,,43,29,no info
1996,1997,Star Trek: First Contact,1,45000000,30716131,92027888,146027888,7.6,71,92,89,
