year_film,year_ceremony,film,count of year_ceremony,budget,opening_gross,usa_gross,ww_gross,imdb,metacritic,rm_critics,rm_audience,note
2018,2019,Mary Queen of Scots,2,25000000,194777,16468499,46712809,6.3,60,62,41,
2018,2019,Minding the Gap,1,,6812,11998,90328,8.1,90,100,92,budget no info
2018,2019,Mirai,1,,63325,812794,28756961,7,81,,86,no info
2018,2019,Mother,1,,,,,7.5,,92,,no info
2018,2019,Never Look Away,2,,,1304042,6193234,7.7,68,77,86,no info
2018,2019,Of Fathers and Sons,1,,340,12579,12579,7.3,70,95,74,budget no info
2018,2019,One Small Step,1,,,,,7.4,,,85,no info
2018,2019,Period. End of Sentence.,1,,,,,7.4,,86,87,no info
2018,2019,Ralph Breaks the Internet,1,175000000,56237634,201091711,529323962,7,7.1,88,65,
2018,2019,RBG,2,,578470,14051361,14475292,7.6,71,93,79,budget no info
2018,2019,Ready Player One,1,175000000,41764050,137690172,582893671,7.4,64,72,77,
2018,2019,Roma,10,,,,1140769,7.7,96,95,72,no info
2018,2019,Shoplifters,1,,89264,3313513,67999335,7.9,93,99,91,budget no info
2018,2019,Skin,1,,,,,7.2,,,96,no info
2018,2019,Solo: A Star Wars Story,1,275000000,84420489,213767512,392924807,6.9,62,69,64,
2018,2019,Spider-Man: Into the Spider-Verse,1,90000000,35363376,190241310,375540831,8.4,87,97,93,
2018,2019,The Ballad of Buster Scruggs,3,,,,,7.3,79,89,77,no info
2018,2019,The Favourite,10,15000000,422410,34366783,95918706,7.5,91,93,69,
2018,2019,The Wife,1,,108284,9601092,19978189,7.2,77,86,77,budget no info
2018,2019,Vice,8,60000000,7768371,47836282,76073488,7.2,61,65,60,
2018,2019,Weekends,1,,,,,7.2,,,81,no info
2019,2020,1917,10,95000000,576216,159227644,384965466,8.3,78,89,88,
2019,2020,A Beautiful Day in the Neighborhood,1,25000000,13251238,61704055,67760877,7.3,80,95,92,
2019,2020,A Sister,1,,1155505,330661,330661,7.5,,,,no info
2019,2020,Ad Astra,1,90000000,19001398,50188370,127461872,6.5,80,83,40,
2019,2020,American Factory,1,,,,,7.4,86,96,80,no info
2019,2020,Avengers: Endgame,1,365000000,357115007,858373000,2797501328,8.4,78,94,90,
2019,2020,Bombshell,3,32000000,319157,31762808,61404394,6.8,64,68,84,
2019,2020,Breakthrough,1,14000000,11282333,40713082,50444358,6.3,46,63,79,
2019,2020,Brotherhood,1,,1155505,330661,330661,7,,83,,no info
2019,2020,Corpus Christi,1,,4632,127240,9540886,7.7,77,98,94,budget no info
2019,2020,Dcera (Daughter),1,,,,,6.5,,,,no info
2019,2020,For Sama,1,,9350,43796,1397546,8.5,89,99,92,budget no info
2019,2020,Ford v Ferrari,4,97600000,31474958,117624357,225508210,8.1,81,92,98,
2019,2020,Frozen II,1,150000000,130263358,477373578,1450026933,6.9,64,78,92,
2019,2020,Hair Love,1,,1155505,330661,330661,7.4,,,,no info
2019,2020,Harriet,2,17000000,11676720,43082155,43347017,6.6,66,73,97,
2019,2020,Honeyland,2,,31381,815082,5321053,8,86,100,87,budget no info
2019,2020,How to Train Your Dragon: The Hidden World,1,129000000,55022245,160799505,525753570,7.5,71,90,86,
2019,2020,I Lost My Body,1,,,,1136431,7.6,81,96,83,no info
2019,2020,In the Absence,1,,,,,7.7,,,,no info
2019,2020,Jojo Rabbit,6,14000000,349555,33370906,90335025,7.9,58,80,94,
2019,2020,Joker,11,55000000,96202337,335451311,1074251311,8.4,59,68,88,
2019,2020,Judy,2,,2916548,24313888,45987812,6.8,66,81,85,budget no info
2019,2020,Kitbull,1,,1155505,330661,330661,8,,,,no info
2019,2020,Klaus,1,40000000,,,,8.2,65,94,96,no info
2019,2020,Knives Out,1,40000000,26769548,165363234,311401379,7.9,82,97,92,
2019,2020,Learning to Skateboard in a Warzone (If You're a Girl),1,,,,,7.5,,,83,no info
2019,2020,Les Miserables,1,,24154,330181,19124152,7.6,78,88,88,budget no info
2019,2020,Life Overtakes Me,1,,,,,6.5,,100,72,no info
2019,2020,Little Women,6,40000000,16755310,108101214,216601214,7.8,91,95,92,
2019,2020,Maleficent: Mistress of Evil,1,185000000,36948713,113929605,491730089,6.6,43,39,95,
2019,2020,Marriage Story,6,18600000,,,333686,7.9,94,94,85,no info
2019,2020,Memorable,1,,1155505,330661,330661,8,,,,no info
2019,2020,Missing Link,1,100000000,5944950,16649539,26565710,6.7,68,88,67,
2019,2020,Nefta Football Club,1,,1155505,330661,330661,7.2,,,,no info
2019,2020,Once upon a Time...in Hollywood,10,90000000,41082018,142502728,374375059,7.6,83,85,70,
2019,2020,Pain and Glory,2,,152636,4567338,37359689,7.5,87,96,91,budget no info
2019,2020,Parasite,6,11400000,393216,53369749,258822018,8.6,96,98,90,
2019,2020,Richard Jewell,1,45000000,4705265,22345542,43745542,7.5,68,77,96,
2019,2020,Rocketman,1,40000000,25725722,96368160,195179299,7.3,69,89,88,
2019,2020,Saria,1,,1155505,330661,330661,7.1,,,,no info
2019,2020,Sister,1,,1155505,330661,330661,7.1,,,,no info
2019,2020,St. Louis Superman,1,,,,,6.8,,,,no info
2019,2020,Star Wars: The Rise of Skywalker,3,275000000,177383864,515202542,1074144248,6.6,53,51,86,
2019,2020,The Cave,1,,21185,62625,258921,7.5,83,97,82,budget no info
2019,2020,The Edge of Democracy,1,,,,,7.2,81,97,68,no info
2019,2020,The Irishman,10,159000000,,,968853,7.8,94,95,86,no info
2019,2020,The Lighthouse,1,,427797,10867104,18123239,7.5,83,90,72,budget no info
2019,2020,The Lion King,1,260000000,191770759,543638043,1657870986,6.9,55,52,88,
2019,2020,The Neighbors' Window,1,,1155505,330661,330661,7.3,,,11,no info
2019,2020,The Two Popes,3,,,,243711,7.6,75,89,88,no info
2019,2020,Toy Story 4,2,200000000,120908065,434038008,1073394593,7.7,84,97,94,
2019,2020,Walk Run Cha-Cha,1,,,,,6,,,,no info
2020,2021,A Concerto Is a Conversation,1,,,,,6.9,,,,no info
2020,2021,A Love Song for Latasha,1,,,,,6.8,,,81,no info
2020,2021,A Shaun the Sheep Movie: Farmageddon,1,,,,43100248,6.8,79,96,80,no info
2020,2021,Another Round,2,,,,4177503,7.8,80,92,90,no info
2020,2021,Better Days,1,,989536,1921657,225879065,7.5,83,96,97,budget no info
2020,2021,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2,,,,,6.7,68,85,63,no info
2020,2021,Burrow,1,,,,,7.4,,,,no info
2020,2021,Colette,1,,,,,7.7,,,,no info
2020,2021,Collective,2,,,,136666,8.2,95,99,88,no info
2020,2021,Crip Camp,1,,,,,7.7,86,100,91,no info
2020,2021,Da 5 Bloods,1,,,,,6.5,82,92,54,no info
2020,2021,Do Not Split,1,,,,,7.5,,,,no info
2020,2021,Emma,2,10000000,234482,10055355,26367107,6.7,71,87,72,
2020,2021,Eurovision Song Contest: The Story of Fire Saga,1,,,,,6.5,50,63,77,no info
2020,2021,Feeling Through,1,,,,,7.5,,,,no info
2020,2021,Genius Loci,1,,,,,6.1,,,,no info
2020,2021,Greyhound,1,50300000,,,,7,64,79,75,no info
2020,2021,Hillbilly Elegy,2,,,,,6.7,38,26,83,no info
2020,2021,Hunger Ward,1,,,,,7.1,,,,no info
2020,2021,If Anything Happens I Love You,1,,,,,7.8,,100,92,no info
2020,2021,Judas and the Black Messiah,6,,2027076,5421770,6126770,7.6,85,96,95,budget no info
2020,2021,Love and Monsters,1,,270302,1070714,1070714,7,63,93,89,budget no info
2020,2021,Ma Rainey's Black Bottom,5,,,,,7,87,98,74,no info
2020,2021,Mank,10,,,,,6.9,79,83,60,no info
2020,2021,Minari,6,,193460,2345468,11135066,7.6,89,98,88,budget no info
2020,2021,Mulan,2,200000000,,,66800000,5.6,66,72,49,no info
2020,2021,My Octopus Teacher,1,,,,,8.2,82,100,93,no info
2020,2021,News of the World,4,,2250430,12667350,12667350,6.8,73,88,89,budget no info
2020,2021,Nomadland,6,,503000,2143000,5451738,7.5,93,94,82,budget no info
2020,2021,One Night in Miami…,3,,,,,7.2,83,98,82,no info
2020,2021,Onward,1,,39119861,61555145,141950121,7.4,61,88,95,budget no info
2020,2021,Opera,1,,,,,7.3,,,,no info
2020,2021,Over the Moon,1,,,,,6.4,60,81,71,no info
2020,2021,Pieces of a Woman,1,,,,,7.1,66,75,85,no info
2020,2021,Pinocchio,2,,,,,6.2,64,83,40,no info
2020,2021,Promising Young Woman,5,,719305,6449795,12638795,7.5,73,91,88,budget no info
2020,2021,"Quo Vadis, Aida?",1,,,,,7.8,97,100,88,no info
2020,2021,Soul,3,,,,135435315,8.1,83,96,88,no info
2020,2021,Sound of Metal,6,,,,176177,7.8,82,97,90,no info
2020,2021,Tenet,2,205000000,9353090,58456624,363656624,7.4,69,70,76,
2020,2021,The Father,6,,,1700965,3880890,8.3,88,98,91,no info
2020,2021,The Letter Room,1,,,,,6.8,,,,no info
2020,2021,The Life Ahead (La Vita Davanti a Se),1,,,,,6.8,66,92,75,no info
2020,2021,The Man Who Sold His Skin,1,,,,,7,67,94,77,no info
2020,2021,The Midnight Sky,1,,,,62557,5.6,58,50,26,no info
2020,2021,The Mole Agent,1,,,,43158,7.7,69,95,84,no info
2020,2021,The One and Only Ivan,1,,,,,6.6,58,70,66,no info
2020,2021,The Present,1,,,,,7.5,,,,no info
2020,2021,The Trial of the Chicago 7,6,35000000,,,,7.8,76,89,91,no info
2020,2021,The United States vs. Billie Holiday,1,,,,11734,6.2,52,55,84,no info
2020,2021,The White Tiger,1,,,,,7.1,76,92,80,no info
2020,2021,Time,1,,,,12061,6.9,91,98,48,no info
2020,2021,Two Distant Strangers,1,,,,,6.9,,,70,no info
2020,2021,White Eye,1,,,,,7.4,,,,no info
2020,2021,Wolfwalkers,1,12000000,,,229041,8.1,87,99,98,no info
2020,2021,Yes-People,1,,,,,5.6,,,,no info
